index,key,value
2013 Q4,NSWSthCo,2.7692486992
2014 Q1,NSWSthCo,4.2093004592
2014 Q2,NSWSthCo,2.4004955828
2014 Q3,NSWSthCo,1.6623378486
2014 Q4,NSWSthCo,2.8313549748
2015 Q1,NSWSthCo,4.8117832296
2015 Q2,NSWSthCo,2.7661029166
2015 Q3,NSWSthCo,2.0975442689
2015 Q4,NSWSthCo,2.5614404583
2016 Q1,NSWSthCo,4.7891942037
2016 Q2,NSWSthCo,2.3202285337
2016 Q3,NSWSthCo,1.6510912338000001
2016 Q4,NSWSthCo,2.7132102650000003
1998 Q1,NSWSthIn,2.6795379629
1998 Q2,NSWSthIn,3.0107321547000003
1998 Q3,NSWSthIn,3.3288690045
1998 Q4,NSWSthIn,2.4177722355
1999 Q1,NSWSthIn,3.2242854282
1999 Q2,NSWSthIn,2.4284890380000004
1999 Q3,NSWSthIn,2.8932734816
1999 Q4,NSWSthIn,2.8145780169
2000 Q1,NSWSthIn,2.5530720615
2000 Q2,NSWSthIn,2.3682105895
2000 Q3,NSWSthIn,2.9348929747000003
2000 Q4,NSWSthIn,2.5612722262000003
2001 Q1,NSWSthIn,2.3781075896000003
2001 Q2,NSWSthIn,2.8812883039
2001 Q3,NSWSthIn,2.4709182833
2001 Q4,NSWSthIn,2.5082590693
2002 Q1,NSWSthIn,2.5391493242000003
2002 Q2,NSWSthIn,2.3252628477
2002 Q3,NSWSthIn,3.6180771257
2002 Q4,NSWSthIn,2.5565700283
2003 Q1,NSWSthIn,2.6453023789
2003 Q2,NSWSthIn,2.6131923596
2003 Q3,NSWSthIn,3.0286057679000002
2003 Q4,NSWSthIn,2.5921560951
2004 Q1,NSWSthIn,2.641145989
2004 Q2,NSWSthIn,2.2771375542
2004 Q3,NSWSthIn,3.0650549279000003
2004 Q4,NSWSthIn,2.9193186669
2005 Q1,NSWSthIn,3.3088726539
2005 Q2,NSWSthIn,2.6831265456
2005 Q3,NSWSthIn,2.6800404701000002
2005 Q4,NSWSthIn,1.7699479819000001
2006 Q1,NSWSthIn,2.452970974
2006 Q2,NSWSthIn,2.17767174
2006 Q3,NSWSthIn,2.776814372
2006 Q4,NSWSthIn,1.963298024
2007 Q1,NSWSthIn,2.4904560947
2007 Q2,NSWSthIn,2.4991545484
2007 Q3,NSWSthIn,2.5547025813
2007 Q4,NSWSthIn,2.2569786182
2008 Q1,NSWSthIn,2.4858709226
2008 Q2,NSWSthIn,1.9615350424
2008 Q3,NSWSthIn,2.4292341714999997
2008 Q4,NSWSthIn,2.5678505883
2009 Q1,NSWSthIn,2.0365386507
2009 Q2,NSWSthIn,1.9921290531
2009 Q3,NSWSthIn,2.9670964350999998
2009 Q4,NSWSthIn,2.2725636849
2010 Q1,NSWSthIn,2.1705571101
2010 Q2,NSWSthIn,2.1410730500999997
2010 Q3,NSWSthIn,3.3282496981999996
2010 Q4,NSWSthIn,2.3021432629
2011 Q1,NSWSthIn,2.2222617583
2011 Q2,NSWSthIn,2.0874703124
2011 Q3,NSWSthIn,3.3679050723
2011 Q4,NSWSthIn,2.1672175206000004
2012 Q1,NSWSthIn,2.0962836495
2012 Q2,NSWSthIn,2.3219558624000003
2012 Q3,NSWSthIn,2.5347282122
2012 Q4,NSWSthIn,2.4248361161
2013 Q1,NSWSthIn,2.9565868645999998
2013 Q2,NSWSthIn,2.2388514081
2013 Q3,NSWSthIn,2.7113736671
2013 Q4,NSWSthIn,2.3293020430999998
2014 Q1,NSWSthIn,2.7311911395000004
2014 Q2,NSWSthIn,2.6856321538000003
2014 Q3,NSWSthIn,2.8962982354
2014 Q4,NSWSthIn,2.4005822718
2015 Q1,NSWSthIn,2.4598219703999997
2015 Q2,NSWSthIn,2.2109626289
2015 Q3,NSWSthIn,3.0797256992
2015 Q4,NSWSthIn,2.6308741812
2016 Q1,NSWSthIn,2.7678529687999998
2016 Q2,NSWSthIn,2.6913646789
2016 Q3,NSWSthIn,3.2695653975
2016 Q4,NSWSthIn,2.7393918013
1998 Q1,NSWNthIn,2.9775066618
1998 Q2,NSWNthIn,3.4777027168
1998 Q3,NSWNthIn,3.0147703307000002
1998 Q4,NSWNthIn,3.757972112
1999 Q1,NSWNthIn,3.7907599002000003
1999 Q2,NSWNthIn,3.3952839388
1999 Q3,NSWNthIn,3.6261200939
1999 Q4,NSWNthIn,3.6914980270999997
2000 Q1,NSWNthIn,3.1358340131
2000 Q2,NSWNthIn,2.8246040465999998
2000 Q3,NSWNthIn,3.3906751543
2000 Q4,NSWNthIn,2.946215151
2001 Q1,NSWNthIn,3.1170188358999997
2001 Q2,NSWNthIn,2.9674602041
2001 Q3,NSWNthIn,3.1112544234
2001 Q4,NSWNthIn,2.778671178
2002 Q1,NSWNthIn,3.2460549461
2002 Q2,NSWNthIn,3.1824639957
2002 Q3,NSWNthIn,3.5507220563999997
2002 Q4,NSWNthIn,3.6547100698
2003 Q1,NSWNthIn,2.5300925019
2003 Q2,NSWNthIn,3.0226127843
2003 Q3,NSWNthIn,3.1382558479
2003 Q4,NSWNthIn,2.7489808658
2004 Q1,NSWNthIn,3.1135903744
2004 Q2,NSWNthIn,3.4418461929
2004 Q3,NSWNthIn,3.3618045901
2004 Q4,NSWNthIn,3.9274077526999998
2005 Q1,NSWNthIn,3.7600088364
2005 Q2,NSWNthIn,2.8669399567
2005 Q3,NSWNthIn,3.1016098392
2005 Q4,NSWNthIn,2.8322971413
2006 Q1,NSWNthIn,2.9863505359999998
2006 Q2,NSWNthIn,2.84945493
2006 Q3,NSWNthIn,2.9257072469999996
2006 Q4,NSWNthIn,2.8856460470000003
2007 Q1,NSWNthIn,3.1016742586
2007 Q2,NSWNthIn,3.3348225859999996
2007 Q3,NSWNthIn,2.8221557321
2007 Q4,NSWNthIn,2.6655082138
2008 Q1,NSWNthIn,3.2824560455
2008 Q2,NSWNthIn,2.9444948211999997
2008 Q3,NSWNthIn,2.7726931196
2008 Q4,NSWNthIn,2.8927270795999998
2009 Q1,NSWNthIn,2.631521285
2009 Q2,NSWNthIn,2.6493920161
2009 Q3,NSWNthIn,2.8604497357
2009 Q4,NSWNthIn,2.7069879752
2010 Q1,NSWNthIn,2.6959454197
2010 Q2,NSWNthIn,3.2080419405
2010 Q3,NSWNthIn,2.8281163775
2010 Q4,NSWNthIn,2.6216497601
2011 Q1,NSWNthIn,2.5283720409
2011 Q2,NSWNthIn,3.0034454287
2011 Q3,NSWNthIn,2.9326568968
2011 Q4,NSWNthIn,2.8400028582
2012 Q1,NSWNthIn,2.8631534243
2012 Q2,NSWNthIn,3.3449713652
2012 Q3,NSWNthIn,2.8339606021
2012 Q4,NSWNthIn,3.2558814566
2013 Q1,NSWNthIn,3.4431752167
2013 Q2,NSWNthIn,2.9518076474
2013 Q3,NSWNthIn,2.8308045768000003
2013 Q4,NSWNthIn,2.6020722877
2014 Q1,NSWNthIn,2.5819996133
2014 Q2,NSWNthIn,2.868704147
2014 Q3,NSWNthIn,2.9480541309999997
2014 Q4,NSWNthIn,3.7548553579
2015 Q1,NSWNthIn,2.7188231247
2015 Q2,NSWNthIn,3.4451206745999996
2015 Q3,NSWNthIn,2.8776987027
2015 Q4,NSWNthIn,3.7760766923
2016 Q1,NSWNthIn,2.8713755134
2016 Q2,NSWNthIn,3.9284621830999997
2016 Q3,NSWNthIn,3.5144310073000002
2016 Q4,NSWNthIn,3.4907209024
1998 Q1,QLDMetro,12.106052376400001
1998 Q2,QLDMetro,7.7866866879
1998 Q3,QLDMetro,11.3800236162
1998 Q4,QLDMetro,9.311460271600001
1999 Q1,QLDMetro,12.6719415292
1999 Q2,QLDMetro,9.58296509
1999 Q3,QLDMetro,11.1929687486
1999 Q4,QLDMetro,9.8711082518
2000 Q1,QLDMetro,11.7098513463
2000 Q2,QLDMetro,9.357776527899999
2000 Q3,QLDMetro,11.363532836300001
2000 Q4,QLDMetro,9.9239230074000009
2001 Q1,QLDMetro,11.2810723911
2001 Q2,QLDMetro,8.8122947344
2001 Q3,QLDMetro,11.639739211
2001 Q4,QLDMetro,11.1720685765
2002 Q1,QLDMetro,12.2526131312
2002 Q2,QLDMetro,8.5563812608
2002 Q3,QLDMetro,11.3489670231
2002 Q4,QLDMetro,11.991550840899999
2003 Q1,QLDMetro,14.289795606
2003 Q2,QLDMetro,9.8952403005
2003 Q3,QLDMetro,11.39757768
2003 Q4,QLDMetro,11.1099624851
2004 Q1,QLDMetro,12.1238981096
2004 Q2,QLDMetro,9.3498661243
2004 Q3,QLDMetro,12.824609108
2004 Q4,QLDMetro,11.5820874808
2005 Q1,QLDMetro,13.5003660741
2005 Q2,QLDMetro,9.127889975599999
2005 Q3,QLDMetro,11.4318199174
2005 Q4,QLDMetro,10.2062294845
2006 Q1,QLDMetro,12.222344161
2006 Q2,QLDMetro,9.169504254
2006 Q3,QLDMetro,9.679279753000001
2006 Q4,QLDMetro,11.232030510000001
2007 Q1,QLDMetro,12.0331617852
2007 Q2,QLDMetro,10.4336488507
2007 Q3,QLDMetro,11.2534748995
2007 Q4,QLDMetro,10.8221469868
2008 Q1,QLDMetro,13.5271438943
2008 Q2,QLDMetro,8.6662277162
2008 Q3,QLDMetro,9.967416605099999
2008 Q4,QLDMetro,10.6249074287
2009 Q1,QLDMetro,11.2586390717
2009 Q2,QLDMetro,7.933405253799999
2009 Q3,QLDMetro,10.6574852247
2009 Q4,QLDMetro,9.6708478343
2010 Q1,QLDMetro,10.336859437400001
2010 Q2,QLDMetro,8.1776793834
2010 Q3,QLDMetro,10.732391716399999
2010 Q4,QLDMetro,10.955047539699999
2011 Q1,QLDMetro,9.0497876471
2011 Q2,QLDMetro,9.8875589982
2011 Q3,QLDMetro,10.1618153879
2011 Q4,QLDMetro,10.3470543127
2012 Q1,QLDMetro,10.9514023935
2012 Q2,QLDMetro,8.2517784478
2012 Q3,QLDMetro,10.1732886877
2012 Q4,QLDMetro,10.9065272803
2013 Q1,QLDMetro,12.156350614
2013 Q2,QLDMetro,7.8918499383
2013 Q3,QLDMetro,9.4860966561
2013 Q4,QLDMetro,10.6026013219
2014 Q1,QLDMetro,11.460220795
2014 Q2,QLDMetro,9.7860740077
2014 Q3,QLDMetro,10.0586381536
2014 Q4,QLDMetro,10.3152962172
2015 Q1,QLDMetro,11.5688238798
2015 Q2,QLDMetro,9.3378208152
2015 Q3,QLDMetro,10.740805761699999
2015 Q4,QLDMetro,10.3009249521
2016 Q1,QLDMetro,11.8751986164
2016 Q2,QLDMetro,9.0586980596
2016 Q3,QLDMetro,11.236115195799998
2016 Q4,QLDMetro,12.0577187158
1998 Q1,QLDCntrl,2.7483736889
1998 Q2,QLDCntrl,4.0409152564
1998 Q3,QLDCntrl,5.3439643467
1998 Q4,QLDCntrl,4.2604188782
1999 Q1,QLDCntrl,4.1861132625
1999 Q2,QLDCntrl,4.237806497599999
1999 Q3,QLDCntrl,6.414599372900001
1999 Q4,QLDCntrl,3.7104976825
2000 Q1,QLDCntrl,3.8001439657000002
2000 Q2,QLDCntrl,4.1828551827
2000 Q3,QLDCntrl,4.1730562468
2000 Q4,QLDCntrl,4.1922146610999995
2001 Q1,QLDCntrl,3.7811642539999997
2001 Q2,QLDCntrl,5.0615893165
2001 Q3,QLDCntrl,5.0863590537
2001 Q4,QLDCntrl,4.2172687927
2002 Q1,QLDCntrl,4.4052659453
2002 Q2,QLDCntrl,3.2626108187
2002 Q3,QLDCntrl,6.4932431975
2002 Q4,QLDCntrl,4.3577796769
2003 Q1,QLDCntrl,3.2593485406
2003 Q2,QLDCntrl,3.8104706952000003
2003 Q3,QLDCntrl,6.1078510184
2003 Q4,QLDCntrl,3.8735707216999997
2004 Q1,QLDCntrl,3.6996486118
2004 Q2,QLDCntrl,3.579116281
2004 Q3,QLDCntrl,6.6467322551
2004 Q4,QLDCntrl,4.2126999987
2005 Q1,QLDCntrl,3.7359891956999998
2005 Q2,QLDCntrl,3.6017791954
2005 Q3,QLDCntrl,5.066490206
2005 Q4,QLDCntrl,3.8828388331
2006 Q1,QLDCntrl,3.613018397
2006 Q2,QLDCntrl,4.190852023000001
2006 Q3,QLDCntrl,5.250045749
2006 Q4,QLDCntrl,4.750231230000001
2007 Q1,QLDCntrl,5.062771135199999
2007 Q2,QLDCntrl,4.1065546061
2007 Q3,QLDCntrl,5.4860125921
2007 Q4,QLDCntrl,4.209096871800001
2008 Q1,QLDCntrl,4.7145125325
2008 Q2,QLDCntrl,3.8877005296
2008 Q3,QLDCntrl,5.5390606045
2008 Q4,QLDCntrl,3.6570362086999997
2009 Q1,QLDCntrl,3.905549348
2009 Q2,QLDCntrl,4.0376314921
2009 Q3,QLDCntrl,5.9980907715
2009 Q4,QLDCntrl,4.5246470546
2010 Q1,QLDCntrl,4.1389835726
2010 Q2,QLDCntrl,4.2666190649999995
2010 Q3,QLDCntrl,5.7750707999
2010 Q4,QLDCntrl,4.0733044046
2011 Q1,QLDCntrl,1.9702613471
2011 Q2,QLDCntrl,4.351849689700001
2011 Q3,QLDCntrl,6.3180466404999995
2011 Q4,QLDCntrl,4.3221516439
2012 Q1,QLDCntrl,4.0922538539
2012 Q2,QLDCntrl,5.5054380872
2012 Q3,QLDCntrl,5.9642378694
2012 Q4,QLDCntrl,4.2896776631
2013 Q1,QLDCntrl,4.7044362991
2013 Q2,QLDCntrl,4.8895084135
2013 Q3,QLDCntrl,4.8260928952
2013 Q4,QLDCntrl,4.4379398146
2014 Q1,QLDCntrl,5.137368810300001
2014 Q2,QLDCntrl,5.076126199500001
2014 Q3,QLDCntrl,6.8259577958
2014 Q4,QLDCntrl,6.098198200900001
2015 Q1,QLDCntrl,4.2769234892000005
2015 Q2,QLDCntrl,5.5090706781
2015 Q3,QLDCntrl,6.155201069099999
2015 Q4,QLDCntrl,4.4499712748
2016 Q1,QLDCntrl,4.4982514889
2016 Q2,QLDCntrl,4.8675721560000005
2016 Q3,QLDCntrl,6.4340196023
2016 Q4,QLDCntrl,6.5725843278000005
1998 Q1,QLDNthCo,2.137234012
1998 Q2,QLDNthCo,2.2695956188
1998 Q3,QLDNthCo,4.8902270203
1998 Q4,QLDNthCo,2.6215481648
1999 Q1,QLDNthCo,2.4832025398
1999 Q2,QLDNthCo,3.3778304692
1999 Q3,QLDNthCo,5.5779590939
1999 Q4,QLDNthCo,4.279066329
2000 Q1,QLDNthCo,2.9098534748000002
2000 Q2,QLDNthCo,2.4153958177
2000 Q3,QLDNthCo,5.428681837899999
2000 Q4,QLDNthCo,3.7304053772000003
2001 Q1,QLDNthCo,2.1113658461
2001 Q2,QLDNthCo,2.8886206487
2001 Q3,QLDNthCo,4.4677462929
2001 Q4,QLDNthCo,3.8419496582000003
2002 Q1,QLDNthCo,2.4747317587
2002 Q2,QLDNthCo,2.4069786868
2002 Q3,QLDNthCo,4.7867548654
2002 Q4,QLDNthCo,3.011368126
2003 Q1,QLDNthCo,2.3729677404
2003 Q2,QLDNthCo,2.9110530931
2003 Q3,QLDNthCo,5.0082575939
2003 Q4,QLDNthCo,4.2534786365
2004 Q1,QLDNthCo,2.5422598498
2004 Q2,QLDNthCo,3.3648520899
2004 Q3,QLDNthCo,5.0869419829
2004 Q4,QLDNthCo,2.6475894478
2005 Q1,QLDNthCo,2.4535288694
2005 Q2,QLDNthCo,2.9553242052
2005 Q3,QLDNthCo,4.1536510059000005
2005 Q4,QLDNthCo,4.0067417434
2006 Q1,QLDNthCo,2.866898386
2006 Q2,QLDNthCo,3.22089729
2006 Q3,QLDNthCo,5.123943249
2006 Q4,QLDNthCo,3.816660325
2007 Q1,QLDNthCo,2.7727048891
2007 Q2,QLDNthCo,3.1840382414
2007 Q3,QLDNthCo,5.806754505300001
2007 Q4,QLDNthCo,3.2645779633000003
2008 Q1,QLDNthCo,2.6786997389
2008 Q2,QLDNthCo,2.9241867315
2008 Q3,QLDNthCo,4.3755458331999995
2008 Q4,QLDNthCo,3.2120297516000003
2009 Q1,QLDNthCo,1.6425976541
2009 Q2,QLDNthCo,3.0336558693
2009 Q3,QLDNthCo,5.5789341813
2009 Q4,QLDNthCo,3.0717756017
2010 Q1,QLDNthCo,2.4165701410000002
2010 Q2,QLDNthCo,3.3577681114
2010 Q3,QLDNthCo,5.2990373924
2010 Q4,QLDNthCo,2.8505861140000004
2011 Q1,QLDNthCo,1.7172060671
2011 Q2,QLDNthCo,2.8632825709
2011 Q3,QLDNthCo,5.9180922756
2011 Q4,QLDNthCo,3.2327509847
2012 Q1,QLDNthCo,3.1470741641
2012 Q2,QLDNthCo,2.7188368038
2012 Q3,QLDNthCo,4.7069951541999995
2012 Q4,QLDNthCo,3.434604438
2013 Q1,QLDNthCo,2.5452112893
2013 Q2,QLDNthCo,3.3346736043000003
2013 Q3,QLDNthCo,5.3968002987
2013 Q4,QLDNthCo,3.1318446656
2014 Q1,QLDNthCo,2.6769029209
2014 Q2,QLDNthCo,3.5503413148
2014 Q3,QLDNthCo,5.300409968
2014 Q4,QLDNthCo,3.4076647626
2015 Q1,QLDNthCo,2.5031410376
2015 Q2,QLDNthCo,3.6392172628
2015 Q3,QLDNthCo,6.5302972789
2015 Q4,QLDNthCo,3.6378818689999997
2016 Q1,QLDNthCo,3.1277800912
2016 Q2,QLDNthCo,3.6588001924999998
2016 Q3,QLDNthCo,5.359851445
2016 Q4,QLDNthCo,3.3027155416
1998 Q1,SAUMetro,2.8813717865
1998 Q2,SAUMetro,2.1247355768
1998 Q3,SAUMetro,2.2848702355999997
1998 Q4,SAUMetro,1.7858889682999999
1999 Q1,SAUMetro,2.2938725881
1999 Q2,SAUMetro,2.1974181672
1999 Q3,SAUMetro,2.0335130797
1999 Q4,SAUMetro,2.2526205439
2000 Q1,SAUMetro,3.1997961812
2000 Q2,SAUMetro,1.9672847841
2000 Q3,SAUMetro,1.9744315724000001
2000 Q4,SAUMetro,2.3790255949000003
2001 Q1,SAUMetro,2.4989233949
2001 Q2,SAUMetro,1.8306939182000002
2001 Q3,SAUMetro,2.0940400926000002
2001 Q4,SAUMetro,2.2269332914
2002 Q1,SAUMetro,2.4612310966999997
2002 Q2,SAUMetro,2.4217140742
2002 Q3,SAUMetro,2.3941832924
2002 Q4,SAUMetro,2.1827575687
2003 Q1,SAUMetro,2.4540078014
2003 Q2,SAUMetro,2.1123468784000003
2003 Q3,SAUMetro,2.3589654375
2003 Q4,SAUMetro,1.9007791821
2004 Q1,SAUMetro,3.1015847668000003
2004 Q2,SAUMetro,2.1405193900999997
